# ----------------------------------------
# E-commerce purchases: Item name
# Account: Twin Birds UA
# Property: Twin Birds GA4
# ----------------------------------------
# 
# All Users
# Start date: 20251101
# End date: 20260505
Item name,Items viewed,Items added to cart,Items purchased,Item revenue
Viscose Kurti Pant - PoolSide - 2XL / PoolSide,21,148,0,0
Casual Shirt - Sand cream - L / Sand cream,20,3,0,0
Cotton Ankle Legging - Cactus - 2XL / Cactus,20,18,0,0
Cotton Ankle Legging - D.Pink - 2XL / D.Pink,20,12,0,0
Cotton Ankle Legging - Flirty Flamingo - 2XL / Flirty Flamingo,20,25,0,0
Cotton Ankle Legging - Fuchsia Violet - 2XL / Fuchsia Violet,20,8,0,0
Cotton Ankle Legging - Ivory Snow - 2XL / Ivory Snow,20,36,0,0
Cotton Capri Legging - Pearl White - L / Pearl White,20,74,0,0
Cotton Churidar Legging - Bubble Gum - XL / Bubble Gum,20,14,0,0
Cotton Churidar Legging - Royal Blue - L / Royal Blue,20,6,0,0
Cotton Kurti Pant - Navy Ribbon - 3XL / Navy Ribbon,20,60,0,0
Georgette Shrug - S / Mid Brown Shrug,20,0,0,0
High Neck Frill Tee - Navy - M / Navy,20,3,0,0
High Neck Frill Tee - White - XL / White,20,16,0,0
Kids Cotton Ankle Legging - Sweet Corn - 22 / Sweet Corn,20,0,0,0
Kids Cotton Capri Legging - Mehandi Maroon - 24 / Mehandi Maroon,20,11,0,0
Kids Secura shorts - Dark Chocolate - L / Dark Chocolate,20,10,0,0
Metallic Straight Pant - Navy Horizon - 2XL / Navy Horizon,20,75,0,0
Oversize Tee - Wheat Field - M / Wheat Field,20,2,0,0
Paw Printed Night Pants - Pink - L / Ballet Pink,20,5,0,0
Saree Shaper - Magic Maroon - 3XL / Magic Maroon / Regular - Upto 5'4,20,63,0,0
Sleek Kurti Pant - Grape Vine - 3XL / Grape Vine,20,33,0,0
Sleek Kurti Pant - White - 3XL / White,20,88,0,0
Slim Fit Signature Tee - Pearl White - M / Pearl White,20,8,0,0
Solid Wide Leg Palazzo - Anthrazite Grey - 2XL / Anthrazite Grey,20,81,0,0
Striped Palazzo - Frosty Green - 3XL / Frosty Green,20,0,0,0
Textured Pant Co-ord Set - Jet Black - M / Jet Black,20,44,0,0
Viscose Ankle Legging - Lapis Green - L / Lapis Green,20,15,0,0
Viscose Ankle Legging - White Plus - 3XL / White Plus,20,64,0,0
Viscose Churidar Legging - Honey Mustard - L / Honey Mustard,20,1,0,0
Viscose Churidar Legging - Magic Garden - 3XL / Magic Garden,20,5,0,0
Viscose Churidar Legging - Sea Port - L / Sea Port,20,6,0,0
Bamboo Modal Ankle Legging - Black - 3XL / Black,19,45,0,0
Cotton Ankle Legging - Charcoal Grey - L / Charcoal Grey,19,11,0,0
Cotton Ankle Legging - Creme De La Creme - 2XL / Creme De La Creme,19,68,0,0
Cotton Ankle Legging - Mid Pink - M / Mid Pink,19,4,0,0
Cotton Ankle Legging - Sweet Corn - L / Sweet Corn,19,19,0,0
Cotton Churidar Legging - Alphonso Squash - XL / Alphonso Squash,19,9,0,0
Cotton Churidar Legging - Amber Flower - M / Amber Flower,19,0,0,0
Cotton Churidar Legging - Cotton Candy - M / Cotton Candy,19,10,0,0
Cotton Churidar Legging - Deep Purple - XL / Deep Purple,19,29,0,0
Cotton Churidar Legging - Fired Up - 2XL / Fired Up,19,11,0,0
Cotton Churidar Legging - Green Apple - 2XL / Green Apple,19,5,0,0
Cotton Churidar Legging - Hyacinth Pond - 2XL / Hyacinth Pond,19,2,0,0
Cotton Churidar Legging - Mid Blue - XL / Mid Blue,19,14,0,0
Cotton Churidar Legging - Orchid Lilac - XL / Orchid Lilac,19,48,0,0
Cotton Churidar Legging - Pearl white - 3XL / Pearl White,19,146,0,0
Cotton Kurti Pant - Lipstick - L / Lip Stick,19,6,0,0
Flexi Indigo Jegging - Black Cat 000 - XL / Black Cat 000,19,27,0,0
Heart printed Night Pants - Grape Shake - M / Grape Shake,19,17,0,0
Kids Cotton Ankle Legging - 26 / Carbon Black,19,37,0,0
Kids Cotton Ankle Legging - 28 / Carbon Black,19,28,0,0
Kids Secura Shorts - Navy Classic - XL / Navy Classic,19,8,0,0
Long Tee - Vintage Grape - XL / LT0029 - Vintage Grape,19,3,0,0
Relaxed fit tee - White - M / White,19,3,0,0
Saree Shaper - Electric Violet (Copy),19,0,0,0
Saree Shaper - Magic Maroon - XL / Magic Maroon / Regular - Upto 5'4,19,76,0,0
Saree Shaper - Parrot Green - M / Parrot Green / Regular - Upto 5'4,19,55,0,0
Shrug Asymentrical Hem - Grey Melange - M / Grey Melange,19,13,0,0
Shrug High Low - Purple - M / Purple,19,1,0,0
Solid Wide Leg Palazzo - Caramel Custard - 2XL / Caramel Custard,19,68,0,0
Straight Fit Saree Shaper - Glam Pink - XL / Glam Pink,19,22,0,0
Textured Pant Co-ord Set - Berry Crush - XL / Berry Crush,19,65,0,0
Textured Pant Co-ord Set - Elephant Grey - L / Elephant Grey,19,20,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Navy Ribbon - XL / Navy Ribbon,19,27,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Olive Green - XL / Olive Green,19,16,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Sugar Cookie - M / Sugar Cookie,19,15,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Wild Orchid - M / Wild Orchid,19,20,0,0
Viscose Ankle Legging - Cherry Berry - 3XL / Cherry Berry,19,43,0,0
Viscose Ankle Legging - GreenTurtle - XL / GreenTurtle,19,4,0,0
Viscose Churidar Legging - Candle Light - 2XL / Candle Light,19,3,0,0
Bamboo Modal Churidar Legging - Black - L / Black,18,16,0,0
Basic V-Neck Tee - White - XL / White,18,3,0,0
Coloured Jegging - Mid blue - M / Mid blue,18,2,0,0
Cotton Ankle Legging - Mari Gold - XL / Mari Gold,18,12,0,0
Cotton Ankle Legging - Peacock Blue - L / Peacock Blue,18,9,0,0
Cotton Capri Legging - Pearl White - 2XL / Pearl White,18,82,0,0
Cotton Churidar Legging - Carbon Black - 2XL / Carbon Black,18,145,0,0
Cotton Churidar Legging - Carbon Black - XL / Carbon Black,18,110,0,0
Cotton Churidar Legging - Mid Lavender - M / Mid Lavender,18,6,0,0
Cotton Churidar Legging - Teal Blue - XL / Teal Blue,18,13,0,0
Daisy printed Night Pants - Jet Black - M / Jet Black,18,11,0,0
High Neck Frill Tee - Navy - 2XL / Navy,18,3,0,0
High Neck Frill Tee - White - 2XL / White,18,6,0,0
Kids Cotton Ankle Legging - 24 / Carbon Black,18,16,0,0
Kids Cotton Ankle Legging - Carbon Black - 28 / Carbon Black,18,57,0,0
Kids Cotton Capri Legging - Lip Stick - 22 / Lip Stick,18,5,0,0
Kids Cotton Capri Legging - Pearl White - 30 / Pearl White,18,26,0,0
Knotted Striped Palazzo - Cuban Sand - XL / Cuban Sand,18,11,0,0
Performance Tights High Waist - Black - L / Black,18,5,0,0
Saree Shaper - Red Velvet - S / Red Velvet / Tall - Above 5'5,18,16,0,0
Saree Shaper - Rosy Brown - 2XL / Rosy Brown / Tall - Above 5'5,18,0,0,0
Shimmer Legging - Navy Gloss - 2XL / Navy Gloss,18,55,0,0
Shrug Asymentrical Hem - Black - XL / Black,18,29,0,0
Slim Fit Signature Tee - Carbon Black - 2XL / Carbon Black,18,4,0,0
Solid Cotton Knitted Dress - Pink Paradise - M / Pink Paradise,18,2,0,0
Solid Night Pant - Charcoal Grey - XL / Charcoal Grey,18,56,0,0
Solid Sports Bra - Skin - XL / Skin,18,17,0,0
Straight Fit Saree Shaper - Silver Coin - L / Silver Coin,18,18,0,0
Textured Night Pant - Belgian Cocoa - L / Belgian Cocoa,18,63,0,0
Textured Night Pant - Black - 2XL / Black,18,73,0,0
Textured Night Pant - Green Smoke - XL / Green Smoke,18,25,0,0
Textured Pant Co-ord Set - Jet Black - XL / Jet Black,18,44,0,0
Turtle Neck Ribbed Tee - Mehandi Maroon - L / Mehandi Maroon,18,6,0,0
Turtle Neck Ribbed Tee - Orchid Lillac - XL / Orchid Lillac,18,3,0,0
Viscose Ankle Legging - Beet Root - M / Beet Root,18,14,0,0
Viscose Churidar Legging - Sand Storm - L / Sand Storm,18,2,0,0
Viscose Churidar Legging - Sea Port - M / Sea Port,18,1,0,0
Viscose Churidar Legging - Tomato red - M / Tomato Red,18,4,0,0
Women Frill Tee With Short Sleeve - Navy,18,0,0,0
Women Wide Jean - Miami 90 - L / Miami 90,18,7,0,0
Cotton Ankle Legging - Anthrazite Grey - 3XL / Anthrazite Grey,17,21,0,0
Cotton Ankle Legging - Anthrazite Grey - L / Anthrazite Grey,17,26,0,0
Cotton Ankle Legging - Golden Brown - M / Golden Brown,17,7,0,0
Cotton Ankle Legging - Ink Blue - M / Ink Blue,17,10,0,0
Cotton Ankle Legging - Ivory Snow - M / Ivory Snow,17,20,0,0
Cotton Churidar Legging - Bottle Green - XL / Bottle Green,17,27,0,0
Cotton Churidar Legging - Bubble Gum - 3XL / Bubble Gum,17,22,0,0
Cotton Churidar Legging - Mehandi Maroon - M / Mehandi Maroon,17,9,0,0
Cotton Churidar Legging - Pink Punch - M / Pink Punch,17,2,0,0
Cotton Churidar Legging - Red Chilli - XL / Red Chilli,17,27,0,0
Cotton Churidar Legging - Teal Blue - M / Teal Blue,17,2,0,0
Cotton Kurti Pant - Sandy Beach - M / Sandy Beach,17,19,0,0
Denim Jegging - Kansas 40 - XL / Kansas 40,17,67,0,0
Georgette Skirt - S / White Printed,17,0,0,0
Kids Cotton Ankle Legging - 22 / Navy Classic,17,24,0,0
Kids Cotton Ankle Legging - Butter Scotch - 26 / Butter Scotch,17,7,0,0
Kids Cotton Ankle Legging - Carbon Black - 34 / Carbon Black,17,12,0,0
Kids Cotton Ankle Legging - Pearl White - 24 / Pearl White,17,23,0,0
Kids Cotton Capri Legging - Navy Classic - 34 / Navy Classic,17,14,0,0
Shimmer Legging - Bronze Medal - M / Bronze Medal,17,8,0,0
Shimmer Legging - Navy Gloss - M / Navy Gloss,17,33,0,0
Shrug High Low - Black - M / Black,17,1,0,0
Sleek Spaghetti Cami With Adjuster - Rosy Lips - XL / Rosy Lips,17,9,0,0
Solid Night Shorts - Cherry Berry - M / Cherry Berry,17,18,0,0
Solid Sports Bra - Pearl White - M / Pearl White,17,5,0,0
Solid Wide Leg Palazzo - Lucky Bamboo - XL / Lucky Bamboo,17,23,0,0
Solid Wide Leg Palazzo - Pink Paradise - 2XL / Pink Paradise,17,64,0,0
Solid Wrinkle Dress - Grape Vine - 2XL / Grape Vine,17,1,0,0
Solid Wrinkle Dress - Grape Vine - M / Grape Vine,17,8,0,0
Striped Palazzo - Moonlight Blue - XL / Moonlight Blue,17,25,0,0
Textured Night Pant - Belgian Cocoa - XL / Belgian Cocoa,17,69,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Steel Grey - L / Steel Grey,17,23,0,0
Viscose Ankle Legging - Claypot - L / Claypot,17,16,0,0
Viscose Ankle Legging - DarkGrape - XL / DarkGrape,17,14,0,0
Viscose Ankle Legging - Racing Red - L / Racing Red,17,11,0,0
Viscose Churidar Legging - Moss Plant - 2XL / Moss Plant,17,49,0,0
Viscose Churidar Legging - Rosewood - 2XL / Rosewood,17,9,0,0
Viscose Churidar Legging - Wild Orchid - 3XL / Wild Orchid,17,17,0,0
Bootcut Jogger - Soft Pink - L / Soft Pink,16,5,0,0
Coloured Jegging - Navy classic - XL / Navy classic,16,3,0,0
Cotton Ankle Legging - Eiffel Tower - L / Eiffel Tower,16,3,0,0
Cotton Ankle Legging - Orange Tango - M / Orange Tango,16,13,0,0
Cotton Churidar Legging - Aqua Marine - XL / Aqua Marine,16,29,0,0
Cotton Churidar Legging - Bottle Green - M / Bottle Green,16,8,0,0
Cotton Churidar Legging - Cinnamon - M / Cinnamon,16,1,0,0
Cotton Churidar Legging - Coral Flame - 3XL / Coral Flame,16,7,0,0
Cotton Churidar Legging - Grape Vine - M / Grape Vine,16,4,0,0
Cotton Churidar Legging - Jack Fruit - XL / Jack Fruit,16,2,0,0
Cotton Churidar Legging - Mehandi Maroon - 3XL / Mehandi Maroon,16,38,0,0
Cotton Churidar Legging - Mint Olive - 2XL / Mint Olive,16,34,0,0
Cotton Churidar Legging - Pearl white - XL / Pearl White,16,112,0,0
Cotton Churidar Legging - Sweet Corn - XL / Sweet Corn,16,16,0,0
Cotton Churidar Legging - True Cobalt - 3XL / True Cobalt,16,5,0,0
Cotton Churidar Legging - Vapour Violet - 3XL / Vapour Violet,16,24,0,0
Cotton Kurti Pant - Carbon Black - 2XL / Carbon Black,16,85,0,0
Cotton Kurti Pant - Carbon Black - 3XL / Carbon Black,16,101,0,0
Cotton Kurti Pant - Deep Vine - L / Deep Vine,16,13,0,0
Cotton Kurti Pant - Navy Ribbon - 2XL / Navy Ribbon,16,60,0,0
Cotton Stretch Straight Pant - Burgundy - M / Burgundy,16,9,0,0
Cotton Stretch Straight Pant - Deep Navy - 2XL / Deep Navy,16,15,0,0
Crop Top - White - L / White,16,0,0,0
Crop Top - White - M / White,16,2,0,0
Daisy printed Night Pants - Jet Black - 2XL / Jet Black,16,38,0,0
Embroidered Rib Tee -Mehandi Maroon,16,1,0,0
Flexi Kurti Pant - Navy Ribbon - XL / Navy Ribbon,16,37,0,0
Georgette Skirt - S / Blue Floral,16,0,0,0
Kids Cotton Ankle Legging - Lip Stick - 22 / Lip Stick,16,2,0,0
Kids Cotton Ankle Legging - Pearl White - 30 / Pearl White,16,11,0,0
Oversize Tee - Jet Black - S / Jet Black,16,5,0,0
Oversized Texture Shirt White,16,0,0,0
Printed Knitted Palazzo Pants - Navy Classic - XL / Navy Classic,16,15,0,0
Printed Knitted Palazzo Pants - Pista Green - XL / Pista Green,16,2,0,0
Rabbit printed Night Pants - Misty Blue Ash - 2XL / Misty Blue Ash,16,16,0,0
Regular Fit Track Pant Butterscotch,16,0,0,0
Relaxed Fit Tee – Dusty Green - M / Dusty Green,16,24,0,0
Relaxed fit tee - Dusty Brown - 2XL / Dusty Brown,16,35,0,0
Relaxed fit tee - Dusty Brown - M / Dusty Brown,16,19,0,0
Saree Shaper - Gold Mine - XL / Gold Mine / Tall - Above 5'5,16,93,0,0
Saree Shaper - Silver Coin - XL / Silver Coin / Tall - Above 5'5,16,54,0,0
Shimmer Legging - Sun Shine - L / Sun Shine,16,26,0,0
Shrug Lace - Black - L / Black,16,7,0,0
Skirt Shaper - Vanilla - XL / Vanilla,16,8,0,0
Sleek Spaghetti Cami With Adjuster - Black - M / Black,16,3,0,0
Sleek Spaghetti Cami With Adjuster - White,16,4,0,0
Sleeveless Ribbed Tee - White,16,2,0,0
Solid Sports Bra - Carbon Black - XL / Carbon Black,16,11,0,0
Solid Wide Leg Palazzo - Lucky Bamboo - L / Lucky Bamboo,16,14,0,0
Solid Wrinkle Dress - Mehandi Maroon - M / Mehandi Maroon,16,1,0,0
Straight Fit Saree Shaper - Red Velvet - 3XL / Red Velvet,16,21,0,0
Straight Fit Saree Shaper - Silver Coin - XL / Silver Coin,16,17,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Sea Port - M / Sea Port,16,24,0,0
Viscose Ankle Legging - Beauty Berry - 2XL / Beauty Berry,16,40,0,0
Viscose Ankle Legging - DarkGrape - L / DarkGrape,16,10,0,0
Viscose Ankle Legging - Pink Shock - 2XL / Pink Shock,16,83,0,0
Viscose Ankle Legging - White Plus - S / White Plus,16,42,0,0
Viscose Ankle Legging -PastelPurple - XL / PastelPurple,16,4,0,0
Viscose Churidar Legging - Rose Syrup - XL / Rose Syrup,16,2,0,0
Viscose Churidar Legging - Terracota - L / Terracota,16,2,0,0
Viscose Churidar Legging - Wild Orchid - 2XL / Wild Orchid,16,16,0,0
Viscose Kurti Pant - PoolSide - L / PoolSide,16,59,0,0
Casual Shirt - Nimbus Cloud - S / Nimbus Cloud,15,0,0,0
Coloured Jegging - Charcoal Grey - M / Charcoal Grey,15,5,0,0
Cotton Ankle Legging - Blue Chip - L / Blue Chip,15,42,0,0
Cotton Ankle Legging - Blue Spring - XL / Blue Spring,15,2,0,0
Cotton Ankle Legging - Caramel Custard - L / Caramel Custard,15,48,0,0
Cotton Ankle Legging - Grand Turquoise - 2XL / Grand Turquoise,15,21,0,0
Cotton Ankle Legging - Grand Turquoise - XL / Grand Turquoise,15,53,0,0
Cotton Ankle Legging - Mehandi Maroon - 2XL / Mehandi Maroon,15,11,0,0
Cotton Ankle Legging - Mid Lavander - XL / Mid Lavander,15,2,0,0
Cotton Ankle Legging - Olive - M / Olive,15,19,0,0
Cotton Capri Legging - New Leaf - M / New Leaf,15,6,0,0
Cotton Capri Legging - Pearl White - M / Pearl White,15,58,0,0
Cotton Churidar Legging - Aqua Marine - 3XL / Aqua Marine,15,28,0,0
Cotton Churidar Legging - Busy Bee - 3XL / Busy Bee,15,5,0,0
Cotton Churidar Legging - Busy Bee - M / Busy Bee,15,0,0,0
Cotton Churidar Legging - DeepNavy - 3XL / DeepNavy,15,6,0,0
Cotton Churidar Legging - Golden Brown - XL / Golden Brown,15,117,0,0
Cotton Churidar Legging - Grand Turquoise - L / Grand Turquoise,15,1,0,0
Cotton Churidar Legging - Lucky Bamboo,15,1,0,0
Cotton Churidar Legging - Mid Lavender - XL / Mid Lavender,15,29,0,0
Cotton Churidar Legging - Orange Tango - M / Orange Tango,15,6,0,0
Cotton Churidar Legging - Teal Blue - L / Teal Blue,15,9,0,0
Cotton Kurti Pant - Caramel Custard - M / Caramel Custard,15,24,0,0
Cotton Kurti Pant - Lipstick - 3XL / Lip Stick,15,10,0,0
Cotton Stretch Straight Pant - Anthrazite Grey - XL / Anthrazite Grey,15,29,0,0
Cotton Stretch Straight Pant - Bright White - 2XL / Bright White,15,49,0,0
Cotton Stretch Straight Pant - Caramel Custard - 3XL / Caramel Custard,15,39,0,0
Kids Cotton Ankle Legging - 22 / Lucky Bamboo,15,0,0,0
Kids Cotton Ankle Legging - Butter Scotch - 30 / Butter Scotch,15,2,0,0
Kids Cotton Ankle Legging - Carbon Black - 22 / Carbon Black,15,17,0,0
Kids Cotton Ankle Legging - Lucky Bamboo,15,0,0,0
Kids Cotton Capri Legging - 22 / Bubble Gum,15,11,0,0
Kids Cotton Capri Legging - Butter Scotch - 28 / Butter Scotch,15,25,0,0
Kids Secura shorts - Cherry Berry - M / Cherry Berry,15,9,0,0
Rabbit printed Night Pants - Misty Blue Ash - M / Misty Blue Ash,15,2,0,0
Rainbow Printed Co-ord Set - Jet Black - XL / Jet Black,15,24,0,0
Red Heart Printed Night Pants - Off - white - 2XL / Shell,15,10,0,0
Relaxed Fit Tee - Light Grey - XS / Light Grey,15,0,0,0
Shimmer Legging - Sun Shine - 2XL / Sun Shine,15,41,0,0
Shimmer Legging - Sun Shine - M / Sun Shine,15,16,0,0
Shrug Lace - Teal Blue - XL / Teal Blue,15,3,0,0
Skirt Shaper - Vanilla - M / Vanilla,15,6,0,0
Sleek Kurti Pant - Creme De La Creme - 3XL / Creme De La Creme,15,33,0,0
Sleek Spaghetti Cami With Adjuster - Skin - M / Skin,15,3,0,0
Solid Sports Bra - Light Grey - L / Light Grey,15,6,0,0
Solid Wide Leg Palazzo - Ink Blue - L / Ink Blue,15,4,0,0
Solid Wide Leg Palazzo - Lip Stick - XL / Lip Stick,15,46,0,0
Spaghetti Cami With Adjuster - Pearl White - XL / Pearl White,15,6,0,0
Straight Fit Saree Shaper - Black Pearl - 3XL / Black Pearl / Regular - Upto 5'4,15,19,0,0
Stretch Sports Vest Reversible - White - L / White,15,17,0,0
Textured Pant Co-ord Set - Pale Mauve - L / Pale Mauve,15,14,0,0
Turtle Neck Ribbed Tee - Mehandi Maroon - 2XL / Mehandi Maroon,15,14,0,0
Turtle Neck Ribbed Tee - White - XL / White,15,4,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Sea Port - L / Sea Port,15,16,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Spiced Coral - M / Spiced Coral,15,9,0,0
Viscose Ankle Legging - Candle Light - 2XL / Candle Light,15,23,0,0
Viscose Ankle Legging - Moss Plant - M / Moss Plant,15,2,0,0
Viscose Ankle Legging - Mulberry - L / Mulberry,15,13,0,0
Viscose Ankle Legging - Plum Jam - L / Plum Jam,15,11,0,0
Viscose Ankle Legging - PoolSide - 2XL / PoolSide,15,4,0,0
Viscose Ankle Legging -PastelPurple - L / PastelPurple,15,12,0,0
Viscose Churidar Legging - Cherry Berry - 2XL / Cherry Berry,15,28,0,0
Viscose Churidar Legging - Claypot - L / Claypot,15,0,0,0
Viscose Churidar Legging - Crimson Red - XL / Crimson Red,15,2,0,0
Viscose Churidar Legging - Pagoda Blue - 3XL / Pagoda Blue,15,10,0,0
Viscose Kurti Pant - Lipstick - 2XL / Lipstick,15,54,0,0
Viscose Kurti Pant - Lipstick - 3XL / Lipstick,15,51,0,0
Active T-Shirt - Carbon Grey - XL / Carbon Grey,14,8,0,0
Bow Printed Collared Co-ord Set- Rosette - XL / Rosette,14,9,0,0
Casual Shirt - Sunflower - L / Sunflower,14,0,0,0
Coloured Jegging - Navy classic - M / Navy classic,14,3,0,0
Cotton Ankle Legging - Alphonso Squash - M / Alphonso Squash,14,3,0,0
Cotton Ankle Legging - Green Grass - M / Green Grass,14,1,0,0
Cotton Capri Legging - Pearl White - 3XL / Pearl White,14,108,0,0
Cotton Churidar Legging - Emerald Lexus - 3XL / Emerald Lexus,14,16,0,0
Cotton Churidar Legging - Grape Vine - 2XL / Grape Vine,14,37,0,0
Cotton Churidar Legging - La Burgandy - 3XL / La Burgandy,14,60,0,0
Cotton Churidar Legging - Mocha Bean - XL / Mocha Bean,14,12,0,0
Cotton Churidar Legging - Peacock Blue - 3XL / Peacock Blue,14,13,0,0
Cotton Churidar Legging - Sand Castle - L / Sand Castle,14,1,0,0
Cotton Churidar Legging - Sand Castle - M / Sand Castle,14,1,0,0
Cotton Churidar Legging - True Cobalt - L / True Cobalt,14,4,0,0
Cotton Kurti Pant - Caramel Custard - 2XL / Caramel Custard,14,45,0,0
Cotton Kurti Pant - Carbon Black - M / Carbon Black,14,47,0,0
Cotton Stretch Straight Pant - Burgundy - 3XL / Burgundy,14,15,0,0
Cotton Stretch Straight Pant - Cherry Berry - 2XL / Cherry Berry,14,40,0,0
Cotton Stretch Straight Pant - Creme de la Crème - L / Creme de la Crème,14,27,0,0
Flexi Indigo Jegging - Blu Ray 10 - L / Blu Ray 10,14,2,0,0
Georgette Skirt - S / Baby Blue Floral,14,0,0,0
Kids Cotton Capri Legging - Ink Blue - 32 / Ink Blue,14,4,0,0
Kids Cotton Capri Legging - Mehandi Maroon - 26 / Mehandi Maroon,14,10,0,0
Kids Secura Shorts - Carbon Black - XL / Black,14,15,0,0
Kids Secura shorts - Anthrazite Grey - 2XL / Anthrazite Grey,14,4,0,0
Kids Secura shorts - Anthrazite Grey - XL / Anthrazite Grey,14,2,0,0
Linen Straight Pant - Beige - L / Beige,14,5,0,0
Lounge Wear Long Tee - Black - L / LT0007 - Black,14,10,0,0
Lounge Wear Long Tee - Black - S / LT0002 - Black,14,2,0,0
Oversize Tee - Purple Taupe - M / Purple Taupe,14,2,0,0
Paw Printed Night Pants - Pink - 2XL / Ballet Pink,14,2,0,0
Printed Night Pant - Egg Nog - M / Egg Nog,14,6,0,0
Puppies Printed Co-ord Set - Bisque - L / Bisque,14,19,0,0
Ruffle Top - Green Tree - L / Green Tree,14,4,0,0
Ruffle Top - Mehandi Maroon - L / Mehandi Maroon,14,6,0,0
Saree Shaper - Magic Maroon - 2XL / Magic Maroon / Regular - Upto 5'4,14,78,0,0
Saree Shaper - Silver Coin - 3XL / Silver Coin / Regular - Upto 5'4,14,66,0,0
Shimmer Legging - Bronze Medal - XL / Bronze Medal,14,12,0,0
Shrug Asymentrical Hem - Grey Melange - XL / Grey Melange,14,43,0,0
Shrug Classic - Black - XL / Black,14,29,0,0
Skirt Shaper - Black - M / Black,14,16,0,0
Sleek Kurti Pant - Cactus - 2XL / Cactus,14,14,0,0
Sleek Kurti Pant - Grape Vine - L / Grape Vine,14,8,0,0
Sleek Kurti Pant - Lip Stick - XL / Lip Stick,14,42,0,0
Sleek Kurti Pant - White - M / White,14,22,0,0
Solid Pant Co-ord - Mauve Wood - 2XL / Mauve Wood,14,2,0,0
Solid Sports Bra - Light Grey - XL / Light Grey,14,10,0,0
Solid Wide Leg Palazzo - Fiery Orange - XL / Fiery Orange,14,19,0,0
Solid Wide Leg Palazzo - Ink Blue - M / Ink Blue,14,6,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Honey Mustard - L / Honey Mustard,14,14,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Laser Blue - L / Laser Blue,14,8,0,0
Viscose 7/8 High Ankle/Cropped Leggings - Navy Ribbon - M / Navy Ribbon,14,29,0,0
